"Ret.Time","Area","CAS","Compound","Quality"
22.83,50389492,"055012-82-3","2-Propenoic acid, 3-phenyl-, trimethylsilyl ester, (E)-","99"
24.098,16776870,"015985-07-6","Glutamic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester, L-","94"
25.319,731103,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","87"
25.46,3173266,"055649-62-2","L-Asparagine, N,N2-bis(trimethylsilyl)-, trimethylsilyl ester","96"
26.136,1767923,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","93"
26.241,679775,"018919-39-6","Galactitol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","91"
26.669,1776695,"039772-63-9","1,4-Butanediamine, N,N,N',N'-tetrakis(trimethylsilyl)-","78"
27.107,1351540,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","94"
27.282,13976447,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","94"
28.5,23505769,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","93"
29.368,111405511,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","93"
29.6,83671245,"1000380-38-8","D-(+)-Xylose, tetrakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 1)","91"
29.881,188292152,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.251,36255638,"128705-73-7","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1Z)-","91"
30.367,5400268,"014317-07-8","D-Mannitol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","87"
30.529,33190623,"014199-80-5","Trimethylsilyl ether of glucitol","91"
30.739,2666430,"056298-43-2","L-Gluconic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-, lactone","87"
31.101,1682265,"034290-52-3","D-Gluconic acid, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, trimethylsilyl ester","78"
32.025,731309,"1000331-78-2","Pantothenic acid tritms","94"
32.446,4562286,"014251-18-4","Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-, scyllo-","91"
32.926,813381,"1000333-19-8","cis-9-Hexadecenoic acid, trimethylsilyl ester","95"
33.342,41900254,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.616,226238058,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","87"
34.739,223865,"998564-18-3","4,8-Bis(2-propylamino)-2,6-dichloro-1,5-naphoquinone","72"
35.201,495453,"055517-58-3","Heptadecanoic acid, trimethylsilylester","83"
35.797,469442,"056009-10-0","Acetic acid, [[bis[(trimethylsilyl)oxy]phosphinyl]oxy]-, trimethylsilyl ester","86"
36.497,19301283,"021556-26-3","Oleic acid, trimethylsilyl ester","99"
36.62,10109393,"021556-26-3","Oleic acid, trimethylsilyl ester","95"
36.98,32477630,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
37.513,2006539,"028176-77-4","Gluconic acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, trimethylsilylester, bis(trimethylsilyl) phosphate, D-","74"
37.736,1887964,"998656-74-2","3-(1,3-BENZOXAZOL-2-YL)-7H-PHENALENO[1',2':4,5]IMIDAZO[1,2-A]PYRIDIN-7-ONE","83"
39.585,8153216,"000103-23-1","Hexanedioic acid, bis(2-ethylhexyl) ester","98"
40.368,2270300,"010457-16-6","Uridine, 2',3',5'-tris-O-(trimethylsilyl)-","91"
42.113,1605710,"000117-81-7","Bis(2-ethylhexyl) phthalate","72"
42.577,832703,"001188-74-5","Hexadecanoic acid, 2,3-bis[(trimethylsilyl)oxy]propyl ester","78"
42.715,1999008,"019159-25-2","alpha.-D-Glucopyranoside, 1,3,4,6-tetrakis-O-(trimethylsilyl)-.beta-D-fructofuranosyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-","74"
43.383,2303035,"1000380-10-2","Maltose, octakis(trimethylsilyl) ether, methyloxime (isomer 2)","83"
51.124,117206728,"001856-05-9","Cholesterol trimethylsilyl ether","99"
