"Ret.Time","Area","CAS","Compound","Quality"
26.677,2352452,"039772-63-9","1,4-Butanediamine, N,N,N',N'-tetrakis(trimethylsilyl)-","87"
27.125,2046453,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","94"
27.318,16544165,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","95"
28.164,1668285,"998510-37-8","2-Cyano-8-methoxy-6-phenyl-4H-imidazo[4,5-1-ij]quinoline-4-thione","78"
28.511,18593701,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","91"
29.378,112347461,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","94"
29.608,74709352,"1000380-19-0","D-(-)-Fructose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
29.891,141090938,"1000380-18-7","D-(+)-Talose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
30.261,24065202,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.368,2185535,"128705-64-6","d-Galactose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme,(1E)-","87"
30.538,30109706,"014199-80-5","Trimethylsilyl ether of glucitol","91"
32.453,4993513,"014251-18-4","Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-, scyllo-","91"
32.938,1209399,"1000333-19-8","cis-9-Hexadecenoic acid, trimethylsilyl ester","94"
33.355,59753308,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.623,266516659,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","90"
36.4,133504,"056259-07-5","9,12-Octadecadienoic acid (Z,Z)-,trimethylsilyl ester","94"
36.507,22285219,"1000333-56-0","11-trans-Octadecenoic acid, trimethylsilyl ester","99"
36.628,3947600,"1000333-60-2","11-cis-Octadecenoic acid, trimethylsilyl ester","98"
36.992,39120674,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
37.532,1394065,"028176-77-4","Gluconic acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, trimethylsilylester, bis(trimethylsilyl) phosphate, D-","74"
37.753,1859340,"055470-94-5","D-Altro-2-Heptulose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime, 7-[bis(trimethylsilyl) phosphate]","83"
39.112,775784,"1000333-53-2","cis-5,8,11,14,17-Eicosapentaenoicacid, trimethylsilyl ester","89"
39.595,10791728,"000103-23-1","Hexanedioic acid, bis(2-ethylhexyl) ester","91"
42.721,2071287,"019159-25-2","alpha.-D-Glucopyranoside, 1,3,4,6-tetrakis-O-(trimethylsilyl)-.beta-D-fructofuranosyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-","91"
43.393,19646771,"1000380-11-2","3-.alpha.-Mannobiose, octakis(trimethylsilyl) ether, methyloxime (isomer 1)","91"
43.641,4439832,"1000380-10-4","D-Lactose, octakis(trimethylsilyl)ether, methyloxime (isomer 2)","87"
51.139,128078821,"001856-05-9","Cholesterol trimethylsilyl ether","99"
