"Ret.Time","Area","CAS","Compound","Quality"
23.922,17107510,"998270-29-4","7-Amino-8-cyano-5-hydrazino-3,4-dihydro-4-methyl-1,6-naphthyridin-2(1H)-one","78"
24.07,87920332,"015985-07-6","Glutamic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester, L-","99"
24.513,940045,"998361-98-7","4,4'-Bis(chloromethyl)-2,2'-bi-1,3-dithiazole","72"
25.298,4806078,"1000380-18-2","DL-Arabinose, tetrakis(trimethylsilyl) ether, methyloxime","96"
25.416,7304681,"055649-62-2","L-Asparagine, N,N2-bis(trimethylsilyl)-, trimethylsilyl ester","99"
25.808,642813,"000035-21-2","L-(-)-Arabitol, pentakis(trimethylsilyl) ether","90"
26.113,7419654,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","95"
26.218,2519090,"000035-23-4","Dulcitol, hexakis(trimethylsilyl)ether","70"
27.067,15722003,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","99"
27.22,13876937,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","91"
27.446,2664460,"1000380-13-7","L-Fucitol, pentakis(trimethylsilyl) ether","76"
28.394,45951614,"1000333-13-9","DL-Ornithine, N,N,N'-tris(trimethylsilyl)-, trimethylsilyl ester","99"
28.475,90425946,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","93"
29.357,497738981,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","94"
29.588,362675500,"1000380-39-2","D-(-)-Ribose, tetrakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 1)","91"
29.885,1066459656,"128705-67-9","d-Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1Z)-","91"
30.236,203013004,"120850-88-6","Galactose oxime hexakis(trimethylsilyl)","93"
30.513,127638807,"014317-07-8","D-Mannitol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","93"
31.101,14973696,"007415-19-2","N,O,O'-Tris-(trimethylsilyl)tyrosine","90"
31.435,1498028,"998611-35-0","7-Amino-3-cyano-2-ethoxy-6-ethoxycarbonyl-4-phenyl-1,8-naphthyridine","86"
31.882,4432743,"002775-90-8","beta.-D-Glucopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-","93"
32.424,9071649,"014251-18-4","Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-, scyllo-","78"
32.891,1609953,"082326-15-6","Palmitelaidic acid, trimethylsilylester","83"
33.321,173223796,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.601,526564778,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","87"
33.949,251022,"998639-89-7","N-[2-(Dimethylamino)ethyl]-2-[2-[[2-(dimethylamino)ethyl]amino]phenyl]quinolin-4","72"
34.316,2229478,"1000380-41-1","D-(+)-Galactose, pentakis(trimethylsilyl) ether, trimethylsilyloxime(isomer 1)","83"
34.436,991804,"128705-64-6","d-Galactose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme,(1E)-","87"
35.165,1719956,"055517-58-3","Heptadecanoic acid, trimethylsilylester","81"
35.337,364704,"998746-64-8","4-Chloro-N-(4-chloro-2-phenoxyphenyl)benzenesulfonamide tms $$ Cl-5901 tms","90"
35.757,957588,"055319-91-0","5-Hydroxyindole-3-propionic acid triTMS","70"
35.947,1051619,"065898-82-0","Spermine per-TMS II","87"
36.465,51906000,"096851-47-7","trans-9-Octadecenoic acid, trimethylsilyl ester","99"
36.593,24538489,"096851-47-7","trans-9-Octadecenoic acid, trimethylsilyl ester","99"
36.955,142161390,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
38.322,1456394,"053294-25-0","Pseudo uridine penta-tms","86"
38.795,629548,"125247-86-1","16-(4-chloro)benzoyl-6,8,15,17-tetramethyldibenzo[b,i][1,4,8,11]cyclotetraazatet","72"
39.067,3427472,"1000333-53-6","cis-5,8,11-Eicosatrienoic acid, trimethylsilyl ester","78"
39.213,9234754,"055568-91-7","D-Myo-Inositol, 1,2,4,5,6-pentakis-O-(trimethylsilyl)-, bis(trimethylsilyl) phosphate","90"
39.344,7905543,"000301-02-0","9-Octadecenamide, (Z)-","93"
39.447,7121647,"000301-02-0","9-Octadecenamide, (Z)-","80"
39.879,6721797,"1000333-64-3","cis-11-Eicosenoic acid, trimethylsilyl ester","86"
39.982,9394961,"1000308-88-0","Oleamide, N-trimethylsilyl-","74"
40.314,9506861,"998650-84-7","1,3-Bis[2-(trimethylsiloxy)phenyl]-2-propen-1-one","90"
41.121,1861917,"000598-56-1","Ethanamine, N,N-dimethyl-","72"
42.075,2894225,"000117-81-7","Bis(2-ethylhexyl) phthalate","91"
42.692,5500638,"1000380-09-1","Sucrose, octakis(trimethylsilyl) ether","93"
43.362,4683744,"1000380-11-2","3-.alpha.-Mannobiose, octakis(trimethylsilyl) ether, methyloxime (isomer 1)","91"
43.5,2112496,"000000-00-0","N,N-Bis(trimethylsilyl)-2-(2-fluoro-4-methoxyphenyl)-7-(trifluoromethyl)quinolon","78"
43.609,1108414,"1000380-10-3","D-Lactose, octakis(trimethylsilyl)ether, methyloxime (isomer 1)","86"
45.837,1438247,"010436-08-5","cis-11-Eicosenamide","70"
46.174,1452664,"1000380-10-4","D-Lactose, octakis(trimethylsilyl)ether, methyloxime (isomer 2)","80"
51.096,229396479,"001856-05-9","Cholesterol trimethylsilyl ether","99"
