"Ret.Time","Area","CAS","Compound","Quality"
24.366,12812000,"125972-67-0","(E,Z)-2-Acetyl-5-[.beta.-(2'-furyl)vinyl]thiophene","78"
24.665,2965127,"998542-27-1","3,3-Bis[(trimethylsilyl)ethynyl]-5-(trimethylsilyl)pent-1-en-4-yne","91"
25.299,7533879,"1000380-36-7","D-(-)-Tagatose, pentakis(trimethylsilyl) ether, benzyloxime (isomer2)","91"
25.41,4195205,"055649-62-2","L-Asparagine, N,N2-bis(trimethylsilyl)-, trimethylsilyl ester","94"
25.811,516578,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","90"
26.114,9986966,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","95"
26.218,2955514,"032381-53-6","Ribitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","90"
27.081,17109197,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","99"
27.227,7457847,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","95"
27.654,7239315,"055334-92-4","Phosphoric acid, 2-[bis(trimethylsilyl)amino]ethyl bis(trimethylsilyl) ester","70"
28.398,80904811,"1000333-13-9","DL-Ornithine, N,N,N'-tris(trimethylsilyl)-, trimethylsilyl ester","99"
28.477,107220889,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","93"
29.365,754724215,"1000380-36-6","D-(-)-Tagatose, pentakis(trimethylsilyl) ether, benzyloxime (isomer1)","91"
29.596,522264350,"1000380-40-0","D-(-)-Lyxose, tetrakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 1)","91"
29.894,1518196119,"128705-73-7","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1Z)-","91"
30.242,291912234,"120850-88-6","Galactose oxime hexakis(trimethylsilyl)","93"
30.362,21236198,"120850-89-7","Glucose oxime hexakis(trimethylsilyl)","80"
30.516,225432841,"014199-80-5","Trimethylsilyl ether of glucitol","91"
30.772,20237758,"998515-64-8","3-[(2""-Thienyl)ethynyl]-N-methyldibenzo[2,3-a : 5,6-a'] (1,4)-thiazine","83"
31.1,18760980,"007415-19-2","N,O,O'-Tris-(trimethylsilyl)tyrosine","91"
31.383,1117304,"074367-22-9","n-Pentadecanoic acid, trimethylsilyl ester","94"
31.883,3524598,"002775-90-8","beta.-D-Glucopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-","93"
32.425,7082150,"014251-18-4","Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-, scyllo-","90"
32.789,8671719,"1000333-19-8","cis-9-Hexadecenoic acid, trimethylsilyl ester","95"
32.893,2622346,"1000333-19-8","cis-9-Hexadecenoic acid, trimethylsilyl ester","86"
33.33,329791614,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.6,503401154,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","87"
34.316,2900027,"120850-88-6","Galactose oxime hexakis(trimethylsilyl)","81"
34.438,1591046,"1000380-34-4","D-(+)-Galactose, pentakis(trimethylsilyl) ether, benzyloxime (isomer2)","91"
34.525,491900,"998739-20-9","Methyl 2-azido-2,3,4,6-tetradeoxy-6-{2,4-dinitrophenyl-[(1R)-phenylethyl]amino}-","80"
35.171,3768345,"055517-58-3","Heptadecanoic acid, trimethylsilylester","95"
36.474,111635803,"1000333-56-0","11-trans-Octadecenoic acid, trimethylsilyl ester","99"
36.591,37944959,"1000333-58-8","cis-13-Octadecenoic acid, trimethylsilyl ester","99"
36.969,314887104,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
37.225,4777687,"998656-58-4","2'-Methylthiazolo[4',5' : 16, 17]-5.alpha.-androstan-3.beta.-yl acetate","72"
37.704,3125848,"033800-37-2","Mannitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-, bis(trimethylsilyl) phosphate, D-","78"
39.069,7412364,"113516-18-0","Arachidonic acid, trimethylsilyl ester","93"
39.216,15731907,"033910-06-4","Myo-Inositol, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, bis(trimethylsilyl) phosphate","81"
39.347,11961871,"000301-02-0","9-Octadecenamide, (Z)-","94"
39.539,20699080,"000103-23-1","Hexanedioic acid, bis(2-ethylhexyl) ester","87"
39.885,11587326,"1000333-64-3","cis-11-Eicosenoic acid, trimethylsilyl ester","93"
40.314,14041444,"998650-84-7","1,3-Bis[2-(trimethylsiloxy)phenyl]-2-propen-1-one","83"
41.142,2601400,"1000287-26-7","2-(4-Chlorophenyl)-3-methoxycarbonylmethylamino-N-(2-dimethylamino)-N-methylthioacrylamide","72"
41.425,5722203,"1000308-88-1","Oleanitrile","80"
42.081,6670084,"000131-20-4","Diisooctyl phthalate","89"
42.418,2359135,"1000336-49-2","Methyl 6,9,12,15,18-heneicosapentaenoate","86"
42.689,13752951,"1000380-09-1","Sucrose, octakis(trimethylsilyl) ether","95"
43.367,10268697,"1000380-11-2","3-.alpha.-Mannobiose, octakis(trimethylsilyl) ether, methyloxime (isomer 1)","91"
43.5,2790399,"000000-00-0","N,N-Bis(trimethylsilyl)-2-(2-fluoro-4-methoxyphenyl)-7-(trifluoromethyl)quinolon","87"
43.612,2407400,"1000380-10-4","D-Lactose, octakis(trimethylsilyl)ether, methyloxime (isomer 2)","76"
44.128,1384074,"1000380-10-1","Maltose, octakis(trimethylsilyl) ether, methyloxime (isomer 1)","72"
44.549,1472672,"998638-34-2","(5-(Methylsulfanyl)-3-(trimethylsilyl)biphenyl-2-yl)phenylmethanone","72"
46.343,3443554,"998709-17-0","Ethyl 1-(p-Methoxyphenyl)amino-7-methyl-7H-pyrido[4,3-c]carbazole-3-carboxylate","72"
51.121,543727369,"001856-05-9","Cholesterol trimethylsilyl ether","99"
