"Ret.Time","Area","CAS","Compound","Quality"
24.519,1978570,"998361-98-7","4,4'-Bis(chloromethyl)-2,2'-bi-1,3-dithiazole","78"
24.668,1602015,"998505-07-0","Methyl 3,4-dihydro-4-methyl-3-oxo-4'-vinyl-1,4-benzothiazine-2-spiro-1'-cyclopen","78"
25.009,3942073,"055520-95-1","Dodecanoic acid, trimethylsilyl ester $$ Trimethylsilyl laurate","91"
25.298,5948682,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","94"
25.41,1751035,"1000141-39-1","Asparagine, O,O',N-tris(trimethylsilyl)-","90"
25.812,699084,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","93"
25.944,332833,"128736-27-6","2,4-Bis(methylthio)-5,6-dihydro-8-methoxybenz[f]isoquinoline","90"
26.115,8097338,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","95"
26.216,2458190,"032381-53-6","Ribitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","90"
26.419,2743807,"092690-96-5","1-(3-Benzo[b]thienyl)-2-(2-thienyl)ethene","78"
27.081,22149177,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","99"
27.231,6234689,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","91"
28.18,9258583,"004147-84-6","1,4-Benzenedicarboxylic acid, bis(trimethylsilyl) ester","72"
28.397,45596866,"1000333-13-9","DL-Ornithine, N,N,N'-tris(trimethylsilyl)-, trimethylsilyl ester","98"
28.478,98189248,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","93"
28.69,1080804,"998339-91-9","5-(1H-Benzimidazol-2-ylmethylene)-2,4,6(1H,3H,5H)-pyrimidinetrione","72"
29.364,618366461,"1000380-17-5","L-(-)-Sorbose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
29.593,415372849,"1000380-17-5","L-(-)-Sorbose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
29.889,1239394602,"128705-73-7","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1Z)-","91"
30.239,235033908,"120850-88-6","Galactose oxime hexakis(trimethylsilyl)","93"
30.358,18884668,"014199-80-5","Trimethylsilyl ether of glucitol","90"
30.515,154385038,"014199-80-5","Trimethylsilyl ether of glucitol","91"
30.612,23372445,"014317-07-8","D-Mannitol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","70"
31.095,11364889,"051220-73-6","L-Tyrosine, N,O-bis(trimethylsilyl)-, trimethylsilyl ester","91"
31.438,1334181,"082083-56-5","Ethyl 5,6-dihydro-8-methoxy-5-methyl-6-oxo-benzo[c]phenanthridine-11-carboxylate","83"
31.885,3065862,"032166-80-6","alpha.-D-Galactopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-","87"
31.993,5504396,"000000-00-0","N-[(-)-jasmonoyl]-(S)-glutamic acid dimethylesther","92"
32.425,6414501,"014251-18-4","Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-, scyllo-","91"
32.894,1886777,"082326-15-6","Palmitelaidic acid, trimethylsilylester","99"
33.333,379716761,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.599,424245501,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","90"
34.315,2484771,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","83"
34.44,1607522,"014317-07-8","D-Mannitol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","91"
34.656,1122523,"998529-00-7","3,5-Dibromo-4-aminobiphenyl","72"
35.171,2996800,"055517-58-3","Heptadecanoic acid, trimethylsilylester","86"
35.621,1223590,"092638-93-2","10-Acetyl-2,7-dimethyl-spiro[acridane-9,9'(10H')-anthracene]-10'-one","78"
35.765,747527,"055319-91-0","5-Hydroxyindole-3-propionic acid triTMS","89"
35.957,458528,"065898-82-0","Spermine per-TMS II","74"
36.47,59731370,"021556-26-3","Oleic acid, trimethylsilyl ester","99"
36.593,13548118,"021556-26-3","Oleic acid, trimethylsilyl ester","99"
36.975,388282283,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
37.223,1550937,"998630-97-6","2,9-Bis[2-(trimethylsilyl)-1-ethynyl]-1,10-phenanthroline","72"
37.708,1855366,"055470-94-5","D-Altro-2-Heptulose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime, 7-[bis(trimethylsilyl) phosphate]","72"
38.799,1102941,"998758-76-9","1-(p-Methoxyphenyl)-3-methoxy-2-(4,5-(dimethoxycarbonyl)-N-benzyldihydrooxazol-3","83"
39.069,5342416,"113516-18-0","Arachidonic acid, trimethylsilyl ester","99"
39.216,13843517,"055568-91-7","D-Myo-Inositol, 1,2,4,5,6-pentakis-O-(trimethylsilyl)-, bis(trimethylsilyl) phosphate","91"
39.35,11212349,"000301-02-0","9-Octadecenamide, (Z)-","93"
39.452,9144481,"000301-02-0","9-Octadecenamide, (Z)-","89"
39.541,16102096,"001330-86-5","Diisooctyl adipate","95"
39.888,8207746,"998648-47-6","4-Cyclohexyl-2-methyl-1-(4-methylphenyl)-6-phenyl-5-(3-propynyl)-1,2-dihydropyri","83"
39.989,11695302,"1000308-88-0","Oleamide, N-trimethylsilyl-","94"
40.314,13130298,"055530-70-6","Eicosanoic acid, trimethylsilyl ester","94"
40.966,1403752,"061574-60-5","1-O-Heptadecylglycerol, bis-trimethylsilyl ether","72"
42.084,5782039,"1000377-93-5","Phthalic acid, di(2-propylpentyl)ester","87"
42.551,3266111,"001188-74-5","Hexadecanoic acid, 2,3-bis[(trimethylsilyl)oxy]propyl ester","94"
42.692,6089871,"1000380-09-1","Sucrose, octakis(trimethylsilyl) ether","93"
43.365,8116860,"1000380-10-4","D-Lactose, octakis(trimethylsilyl)ether, methyloxime (isomer 2)","91"
43.613,1652429,"1000380-10-4","D-Lactose, octakis(trimethylsilyl)ether, methyloxime (isomer 2)","74"
44.548,1826790,"040822-79-5","Pregn-5-en-20-one, 3,16-bis[(trimethylsilyl)oxy]-, (3.beta.,16.alpha)-","90"
45.839,2653599,"000112-84-5","13-Docosenamide, (Z)-","91"
46.346,3146936,"074367-37-6","Tetracosanoic acid, trimethylsilylester","90"
51.123,548028408,"001856-05-9","Cholesterol trimethylsilyl ether","99"
