"Ret.Time","Area","CAS","Compound","Quality"
22.426,1387500,"113649-25-5","2-(3-Methoxy-5-methylbenzylidene)-7-methylindan-1-one","72"
22.589,14425898,"1000153-02-1","Cytein, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","70"
22.821,204694454,"055012-82-3","2-Propenoic acid, 3-phenyl-, trimethylsilyl ester, (E)-","99"
23.09,2943671,"003519-87-7","Benz[c]acridine, 5-methyl-","72"
23.301,5242460,"998355-58-6","N,N-Di(5-methylfurfuryl)n-butylamine","83"
23.95,10630743,"998271-68-2","(+-)-(4-Hydroxyphenyl)methylphenylphosphine Oxide","83"
24.085,47342914,"015985-07-6","Glutamic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester, L-","99"
24.678,287893,"998505-07-0","Methyl 3,4-dihydro-4-methyl-3-oxo-4'-vinyl-1,4-benzothiazine-2-spiro-1'-cyclopen","72"
25.021,1620763,"055520-95-1","Dodecanoic acid, trimethylsilyl ester","78"
25.313,3178646,"056196-08-8","d-Ribose, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, O-methyloxime","96"
25.432,1023859,"055649-62-2","L-Asparagine, N,N2-bis(trimethylsilyl)-, trimethylsilyl ester","90"
25.97,326733,"043199-48-0","Octanedioic acid, bis(trimethylsilyl) ester","72"
26.127,4254354,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","93"
26.231,861706,"032381-53-6","Ribitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","74"
27.095,7744142,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","99"
27.253,2242774,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","94"
28.145,459312,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","86"
28.49,11144640,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","93"
29.365,308132587,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","94"
29.598,201796036,"1000380-38-8","D-(+)-Xylose, tetrakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 1)","91"
29.884,592632360,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.248,108282181,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.371,7781108,"1000380-14-5","D-Sorbitol, hexakis(trimethylsilyl) ether","90"
30.524,68043535,"014317-07-8","D-Mannitol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","93"
32.003,6251895,"000000-00-0","N-[(-)-jasmonoyl]-(S)-glutamic acid dimethylesther","92"
32.435,3830195,"014251-18-4","Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-, scyllo-","91"
32.812,939333,"1000333-19-8","cis-9-Hexadecenoic acid, trimethylsilyl ester","70"
33.339,153936403,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.606,201240163,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","90"
34.054,730170,"055517-58-3","Heptadecanoic acid, trimethylsilylester","70"
34.336,1064413,"1000380-34-3","D-(+)-Galactose, pentakis(trimethylsilyl) ether, benzyloxime (isomer1)","76"
34.452,605422,"014199-80-5","Trimethylsilyl ether of glucitol","83"
36.493,51056361,"096851-47-7","trans-9-Octadecenoic acid, trimethylsilyl ester","99"
36.614,17178756,"1000333-56-0","11-trans-Octadecenoic acid, trimethylsilyl ester","99"
36.977,116945246,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
37.237,3764854,"998631-42-4","(20R)-3.beta.,5.alpha.,14.alpha.,20-Trihydroxy-24-norchol-7-en-22-yn-6-one","72"
38.82,536469,"110569-99-8","2,2',2"",2'""-Tetramethoxy-5.5',5"",5'""-tetramethyl-[1,1':3',1"":3"",1'""]quarterpheny","83"
39.092,1649528,"002734-47-6","5,8,11,14,17-Eicosapentaenoic acid, methyl ester, (all-Z)-","95"
39.236,8556923,"033910-06-4","Myo-Inositol, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, bis(trimethylsilyl) phosphate","94"
39.386,1701598,"000301-02-0","9-Octadecenamide, (Z)-","98"
39.567,1823606,"000103-23-1","Hexanedioic acid, bis(2-ethylhexyl) ester","90"
40.009,1329846,"1000308-88-0","Oleamide, N-trimethylsilyl-","74"
42.104,559946,"000117-81-7","Bis(2-ethylhexyl) phthalate","96"
42.705,9299696,"1000380-09-1","Sucrose, octakis(trimethylsilyl) ether","95"
43.381,1719365,"1000380-09-5","3-.alpha.-Mannobiose, octakis(trimethylsilyl) ether (isomer 1)","91"
43.523,1042418,"000000-00-0","N,N-Bis(trimethylsilyl)-2-(2-fluoro-4-methoxyphenyl)-7-(trifluoromethyl)quinolon","91"
45.86,6393849,"000301-02-0","9-Octadecenamide, (Z)-","97"
51.139,396964478,"001856-05-9","Cholesterol trimethylsilyl ether","99"
