"Ret.Time","Area","CAS","Compound","Quality"
25.331,2254349,"056196-07-7","d-Xylose, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, O-methyloxime","86"
25.485,4676969,"055649-62-2","L-Asparagine, N,N2-bis(trimethylsilyl)-, trimethylsilyl ester","99"
26.143,3084123,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","93"
26.247,1153830,"032381-53-6","Ribitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","87"
26.678,3959168,"1000073-88-2","Tris(trimethylsilyl)ornithine, methyl ester","72"
27.124,4876310,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","97"
27.329,26422154,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","95"
27.757,2981082,"055334-92-4","Phosphoric acid, 2-[bis(trimethylsilyl)amino]ethyl bis(trimethylsilyl) ester","70"
28.163,1595103,"998513-60-1","2-Ethyl-3-methyl-5,6-diphenylimidazo[2,1-b]thiazole","83"
28.512,37210828,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","92"
28.962,25017896,"061187-90-4","7-ISOPROPENYL-10-METHYL-BICYCLO(4.4.0)DEC-1-EN-3-ONE","70"
29.381,184291382,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","93"
29.611,125172440,"1000380-40-0","D-(-)-Lyxose, tetrakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 1)","91"
29.894,252435360,"128705-67-9","d-Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1Z)-","91"
30.263,45976230,"120850-88-6","Galactose oxime hexakis(trimethylsilyl)","93"
30.371,3688857,"014199-80-5","Trimethylsilyl ether of glucitol","81"
30.54,47413956,"014317-07-8","D-Mannitol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","90"
30.75,1654056,"056298-43-2","L-Gluconic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-, lactone","93"
31.11,2850908,"034290-52-3","D-Gluconic acid, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, trimethylsilyl ester","93"
32.047,1138978,"1000331-78-2","Pantothenic acid tritms","96"
32.455,8209363,"014251-18-4","Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-, scyllo-","90"
32.937,1817457,"082326-15-6","Palmitelaidic acid, trimethylsilylester","89"
33.356,72450550,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.628,406142515,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","90"
36.507,30868132,"021556-26-3","Oleic acid, trimethylsilyl ester","99"
36.63,3786998,"021556-26-3","Oleic acid, trimethylsilyl ester","95"
36.994,50676074,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
37.76,2868603,"055530-73-9","d-Glucose, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, o-methyloxime, 6-[bis(trimethylsilyl) phosphate]","83"
39.111,1284086,"1000333-53-6","cis-5,8,11-Eicosatrienoic acid, trimethylsilyl ester","83"
39.264,5543063,"055568-91-7","D-Myo-Inositol, 1,2,4,5,6-pentakis-O-(trimethylsilyl)-, bis(trimethylsilyl) phosphate","91"
39.419,4383919,"000301-02-0","9-Octadecenamide, (Z)-","93"
39.597,12637765,"000103-23-1","Hexanedioic acid, bis(2-ethylhexyl) ester","95"
39.916,1704596,"1000079-04-0","11-Eicosenoic acid, trimethylsilylester","90"
40.38,8146324,"010457-16-6","Uridine, 2',3',5'-tris-O-(trimethylsilyl)-","86"
43.393,4845061,"1000380-10-3","D-Lactose, octakis(trimethylsilyl)ether, methyloxime (isomer 1)","94"
51.145,192695068,"001856-05-9","Cholesterol trimethylsilyl ether","99"
