"Ret.Time","Area","CAS","Compound","Quality"
23.219,1484251,"060022-87-9","Pentanedioic acid, 2-(methoxyimino)-, bis(trimethylsilyl) ester","94"
23.848,8961822,"1000333-25-8","L-Asparagine, N2-trimethylsilyl-,trimethylsilyl ester","94"
24.091,24578628,"015985-07-6","Glutamic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester, L-","78"
24.388,10570746,"007364-51-4","N,O-Bis(trimethylsilyl)-L-phenylalanine","91"
25.318,2589541,"1000380-17-4","L-(-)-Sorbose, pentakis(trimethylsilyl) ether, methyloxime (anti)","91"
25.83,624886,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","90"
26.133,4800683,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","95"
26.237,1518299,"000035-23-4","Dulcitol, hexakis(trimethylsilyl)ether","87"
26.444,970041,"092690-96-5","1-(3-Benzo[b]thienyl)-2-(2-thienyl)ethene","72"
26.667,3447683,"1000141-25-1","Cadaverine tri-TMS","72"
27.106,26454179,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","99"
27.279,16228948,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","95"
28.146,1993953,"017906-08-0","Azelaic acid, bis(trimethylsilyl)ester","91"
28.5,29008770,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","93"
29.372,319216488,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","94"
29.603,212531268,"1000380-38-8","D-(+)-Xylose, tetrakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 1)","91"
29.889,479918751,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.253,97952480,"120850-88-6","Galactose oxime hexakis(trimethylsilyl)","93"
30.371,11028693,"014199-80-5","Trimethylsilyl ether of glucitol","91"
30.532,84801728,"014199-80-5","Trimethylsilyl ether of glucitol","91"
30.638,6525223,"032381-53-6","Ribitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","70"
30.79,5511513,"998515-64-8","3-[(2""-Thienyl)ethynyl]-N-methyldibenzo[2,3-a : 5,6-a'] (1,4)-thiazine","72"
31.402,868246,"074367-22-9","n-Pentadecanoic acid, trimethylsilyl ester","89"
31.905,1333040,"014251-20-8","alpha.-D-Xylopyranose, 1,2,3,4-tetrakis-O-(trimethylsilyl)-","87"
32.168,1853396,"074381-41-2","1H-Indole, 1-(trimethysilyl)-2,5-bis[(trimethylsilyl)oxy]- (CAS)","89"
32.822,2187364,"082326-15-6","Palmitelaidic acid, trimethylsilylester","98"
33.343,95332025,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.619,441970395,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","87"
33.986,319409,"128705-64-6","d-Galactose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme,(1E)-","80"
34.353,1269117,"128705-67-9","d-Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1Z)-","91"
35.983,645725,"065898-82-0","Spermine per-TMS II","72"
36.494,34534349,"096851-47-7","trans-9-Octadecenoic acid, trimethylsilyl ester","99"
36.614,15834834,"021556-26-3","Oleic acid, trimethylsilyl ester","93"
36.98,64715833,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
37.24,2790771,"998630-61-2","Cycloshermilamine D","72"
37.646,906802,"1000352-05-9","Trimethyl-[2-[2-[2-[2-[2-[2-[2-[2-(2-trimethylsilyloxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]silane","72"
38.814,182852,"125247-86-1","16-(4-chloro)benzoyl-6,8,15,17-tetramethyldibenzo[b,i][1,4,8,11]cyclotetraazatet","90"
39.096,1124045,"113516-18-0","Arachidonic acid, trimethylsilyl ester","93"
39.252,1362532,"055568-91-7","D-Myo-Inositol, 1,2,4,5,6-pentakis-O-(trimethylsilyl)-, bis(trimethylsilyl) phosphate","91"
39.383,2815868,"000301-02-0","9-Octadecenamide, (Z)-","93"
39.579,7523219,"001330-86-5","Diisooctyl adipate","87"
39.828,303231,"000124-26-5","Octadecanamide","81"
42.108,2187932,"1000377-93-5","Phthalic acid, di(2-propylpentyl)ester","80"
42.706,10563430,"1000380-09-1","Sucrose, octakis(trimethylsilyl) ether","93"
43.383,10951600,"1000380-10-0","D-(+)-Cellobiose, octakis(trimethylsilyl) ether, methyloxime (isomer1)","93"
43.628,1712549,"1000380-09-9","D-(+)-Cellobiose, octakis(trimethylsilyl) ether, methyloxime (isomer2)","86"
45.464,2142869,"031098-60-9","6H-Benzo[g]-1,3-benzodioxolo[5,6-a]quinolizine-12-methanol, 5,8,13,13a-tetrahydro-10,11,14-trimethoxy-, (S)-","72"
45.873,211615,"000112-84-5","13-Docosenamide, (Z)-","92"
51.129,214032147,"001856-05-9","Cholesterol trimethylsilyl ether","99"
