"Ret.Time","Area","CAS","Compound","Quality"
28.935,30523846,"018938-05-1","9(1H)-Phenanthrone, 2,3,4,4a,4b,5,6,7,8,8a-decahydro-","80"
29.369,368312106,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","94"
29.601,266108712,"1000380-17-9","D-(-)-Tagatose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
29.887,584032930,"128705-61-3","d-Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.249,122667793,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.528,105403554,"014199-80-5","Trimethylsilyl ether of glucitol","91"
30.788,9462304,"998515-64-8","3-[(2""-Thienyl)ethynyl]-N-methyldibenzo[2,3-a : 5,6-a'] (1,4)-thiazine","83"
31.907,1275464,"001768-95-2","Arabinose, 2,3,4,5-tetrakis-O-(trimethylsilyl)-","70"
32.012,3377900,"1000331-78-2","Pantothenic acid tritms","90"
32.442,11728105,"014251-18-4","Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-, scyllo-","91"
32.815,1610273,"1000333-19-8","cis-9-Hexadecenoic acid, trimethylsilyl ester","95"
32.92,2416267,"1000333-19-8","cis-9-Hexadecenoic acid, trimethylsilyl ester","94"
33.342,112442993,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.619,664488606,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","87"
34.36,2336715,"1000380-40-9","D-Allose, pentakis(trimethylsilyl)ether, trimethylsilyloxime (isomer 1)","90"
34.451,503944,"1000380-41-6","D-(+)-Glucose, pentakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)","72"
35.193,1385057,"055517-58-3","Heptadecanoic acid, trimethylsilylester","94"
35.639,677950,"092638-93-2","10-Acetyl-2,7-dimethyl-spiro[acridane-9,9'(10H')-anthracene]-10'-one","72"
36.495,51330798,"021556-26-3","Oleic acid, trimethylsilyl ester","99"
36.615,25612117,"096851-47-7","trans-9-Octadecenoic acid, trimethylsilyl ester","94"
36.981,85990759,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
37.264,4508486,"998656-74-2","3-(1,3-BENZOXAZOL-2-YL)-7H-PHENALENO[1',2':4,5]IMIDAZO[1,2-A]PYRIDIN-7-ONE","70"
37.509,4189438,"028176-77-4","Gluconic acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, trimethylsilylester, bis(trimethylsilyl) phosphate, D-","74"
39.094,1666034,"113516-18-0","Arachidonic acid, trimethylsilyl ester","91"
39.239,6385387,"033910-06-4","Myo-Inositol, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, bis(trimethylsilyl) phosphate","94"
39.382,2348379,"000301-02-0","9-Octadecenamide, (Z)-","98"
39.898,1095687,"1000333-64-3","cis-11-Eicosenoic acid, trimethylsilyl ester","93"
42.107,4224388,"000117-81-7","Bis(2-ethylhexyl) phthalate","87"
42.707,8509184,"1000380-09-1","Sucrose, octakis(trimethylsilyl) ether","93"
43.383,6349595,"1000380-11-2","3-.alpha.-Mannobiose, octakis(trimethylsilyl) ether, methyloxime (isomer 1)","91"
43.527,697706,"000000-00-0","N,N-Bis(trimethylsilyl)-2-(2-fluoro-4-methoxyphenyl)-7-(trifluoromethyl)quinolon","91"
43.628,894937,"1000380-10-3","D-Lactose, octakis(trimethylsilyl)ether, methyloxime (isomer 1)","87"
45.459,2981094,"1000326-32-1","3-[(Trimethylsilyl)oxy]4,5.alpha.-epoxy-14-hydroxy-17-(2-propenyl)morphinan-6-one","72"
45.998,1827402,"998505-54-1","1,14-Dihydroxycodeine","72"
51.136,323716078,"001856-05-9","Cholesterol trimethylsilyl ether","99"
