"Ret.Time","Area","CAS","Compound","Quality"
22.828,19745313,"055012-82-3","2-Propenoic acid, 3-phenyl-, trimethylsilyl ester, (E)-","99"
23.1,834979,"017452-18-5","1-(4-Trifluoromethylphenyl)imidazoline-2-thione","70"
24.099,8686497,"015985-07-6","Glutamic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester, L-","99"
25.323,627485,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","86"
26.137,1020655,"014199-72-5","Xylitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","94"
26.239,466588,"032381-53-6","Ribitol, 1,2,3,4,5-pentakis-O-(trimethylsilyl)-","91"
27.125,625497,"1000333-14-1","DL-Ornithine,N',N'-bis(trimethylsilyl)-, trimethylsilyl ester","87"
27.296,4014744,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","94"
27.723,986386,"055334-92-4","Phosphoric acid, 2-[bis(trimethylsilyl)amino]ethyl bis(trimethylsilyl) ester","76"
28.5,11545154,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","92"
29.368,72364631,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","94"
29.599,48924734,"056196-08-8","d-Ribose, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, O-methyloxime","91"
29.88,116892572,"128705-67-9","d-Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1Z)-","91"
30.253,20584236,"120850-88-6","Galactose oxime hexakis(trimethylsilyl)","93"
30.374,3276318,"1000380-10-7","2-.alpha.-Mannobiose, octakis(trimethylsilyl) ether, methyloxime (isomer 1)","90"
30.53,20381593,"014199-80-5","Trimethylsilyl ether of glucitol","92"
30.738,844483,"056298-43-2","L-Gluconic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-, lactone","70"
31.103,811218,"034290-52-3","D-Gluconic acid, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, trimethylsilyl ester","91"
31.405,272433,"998463-39-2","1a,12b-Dihydro-1H-benz[b]azirino-[9,10]-phenanthro[2,3-d]thiophene","72"
31.905,532531,"1000332-89-4","d-(+)-Xylose, tetrakis(trimethylsilyl) ether","74"
32.447,2111750,"014251-18-4","Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-, scyllo-","91"
33.344,18439264,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.611,116096254,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","90"
36.5,9036808,"021556-26-3","Oleic acid, trimethylsilyl ester","99"
36.617,4039509,"1000333-56-0","11-trans-Octadecenoic acid, trimethylsilyl ester","91"
36.98,13908899,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
39.245,667095,"055568-91-7","D-Myo-Inositol, 1,2,4,5,6-pentakis-O-(trimethylsilyl)-, bis(trimethylsilyl) phos","78"
39.589,2732058,"000103-23-1","Hexanedioic acid, bis(2-ethylhexyl) ester","90"
40.366,1264766,"010457-16-6","Uridine, 2',3',5'-tris-O-(trimethylsilyl)-","94"
43.38,1485951,"1000380-10-4","D-Lactose, octakis(trimethylsilyl)ether, methyloxime (isomer 2)","91"
51.118,45127957,"001856-05-9","Cholesterol trimethylsilyl ether","99"
